P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,Carrera_Target,Satisfaccion
e,e,b,c,b,c,c,b,b,c,b,b,e,e,b,b,c,a,b,b,Contaduría,5
d,d,d,a,e,a,a,d,a,e,b,c,d,d,b,e,d,d,e,d,Gestión y Dirección,5
b,e,e,e,d,c,d,e,b,d,d,e,e,e,a,d,b,e,d,e,Ingeniería Industrial,4
a,a,d,a,d,a,d,d,a,a,d,b,d,a,d,d,a,b,a,a,Ingeniería Mecatrónica,5
b,b,e,a,d,d,e,b,c,d,c,d,d,b,d,d,d,b,d,a,Contaduría,5
d,a,a,a,d,a,d,a,a,d,e,b,d,d,d,d,a,b,e,a,Ingeniería de Software,5
a,d,a,d,a,d,c,a,a,d,d,b,e,d,e,a,d,a,e,a,Ingeniería de Software,4
e,e,e,d,e,d,d,d,c,a,d,d,c,d,d,d,c,e,d,b,Ingeniería Industrial,4
b,d,c,c,c,e,b,e,c,c,c,e,d,d,b,b,d,d,c,b,Ingeniería Mecánica Eléctrica,5
c,d,e,d,b,b,d,d,d,b,c,b,b,c,b,e,c,a,c,d,Ingeniería Mecánica Eléctrica,4
d,a,a,a,a,d,a,d,a,a,d,a,a,d,a,d,a,a,e,a,Ingeniería de Software,4
d,d,d,e,c,b,c,c,d,d,e,c,e,d,d,d,d,d,b,b,Ingeniería Civil,5
a,c,c,d,d,d,d,d,b,a,d,d,a,d,a,d,b,d,d,d,Gestión y Dirección,5
d,e,d,d,c,e,d,b,d,b,d,d,d,d,d,e,d,d,e,d,Ingeniería Civil,5
d,d,e,e,d,e,d,e,b,d,d,e,a,b,b,a,d,e,a,d,Ingeniería Industrial,4
a,a,b,a,d,d,d,a,a,a,d,a,a,d,d,d,a,b,a,a,Ingeniería Mecánica Eléctrica,5
d,d,d,b,a,a,d,a,a,d,d,a,d,b,d,d,a,d,e,a,Contaduría,4
a,a,a,a,d,a,a,a,a,d,d,a,c,d,d,d,a,b,c,a,Ingeniería de Software,5
d,a,d,d,d,d,a,d,d,d,a,e,e,d,a,d,d,d,c,a,Contaduría,5
d,e,c,b,d,d,c,e,d,b,c,e,e,e,a,c,c,a,d,b,Ingeniería Civil,4
c,b,c,e,b,c,c,d,e,b,c,e,b,b,e,b,b,b,b,c,Ingeniería Mecatrónica,5
c,c,c,e,d,b,e,b,c,b,d,d,a,c,b,e,c,d,a,b,Contaduría,5
c,b,e,b,e,c,d,b,b,d,d,c,e,c,c,a,d,e,a,e,Gestión y Dirección,5
d,d,a,d,b,d,a,e,d,d,a,d,c,a,b,d,d,d,a,a,Ingeniería de Software,4
d,b,e,b,d,b,b,d,d,c,e,e,c,d,d,c,b,a,c,d,Ingeniería Civil,4
b,c,b,e,e,c,b,d,e,d,e,d,b,c,a,c,e,b,c,b,Contaduría,4
c,d,c,d,e,a,d,d,a,a,d,d,d,a,b,a,d,e,a,d,Administración,5
d,d,d,a,a,d,d,d,a,a,d,e,d,a,d,d,d,d,a,b,Ingeniería Mecánica Eléctrica,5
a,d,b,d,a,d,e,d,d,a,a,b,a,d,b,d,a,e,a,a,Ingeniería de Software,5
d,c,a,a,b,e,d,d,a,d,d,b,e,d,d,d,d,b,d,b,Ingeniería Mecatrónica,5
b,e,d,b,e,c,b,d,b,e,b,d,e,c,c,e,e,d,a,c,Gestión y Dirección,5
b,b,b,a,b,e,b,a,b,d,d,a,d,d,e,b,d,b,e,d,Ingeniería Mecatrónica,5
a,c,d,d,d,d,d,a,d,a,d,d,a,d,d,d,d,c,d,a,Gestión y Dirección,4
d,d,d,a,d,d,d,a,d,d,d,d,a,d,d,a,b,d,d,e,Contaduría,5
c,d,b,b,a,b,e,d,d,d,d,d,d,b,c,d,d,d,d,e,Ingeniería Mecatrónica,5
b,a,d,b,d,d,d,d,d,e,d,d,d,a,e,d,b,e,e,b,Contaduría,5
d,a,d,d,d,d,e,d,d,d,d,b,d,d,d,d,b,d,a,d,Administración,5
b,c,d,b,b,c,b,b,c,b,c,b,b,b,a,e,c,d,b,d,Contaduría,5
e,e,d,c,b,b,c,c,e,b,b,c,b,e,e,b,e,d,b,d,Ingeniería Industrial,5
d,d,d,d,d,b,b,b,b,d,b,d,d,b,b,d,e,d,a,e,Gestión y Dirección,4
c,b,d,c,e,b,b,d,c,e,e,d,d,e,b,c,e,d,d,b,Administración,5
b,b,b,b,c,b,e,a,a,b,c,e,d,b,e,d,d,d,e,e,Administración,5
b,c,e,b,d,d,a,d,b,d,d,e,a,e,e,d,d,c,e,c,Contaduría,4
d,c,a,d,d,d,b,e,d,d,d,b,c,b,d,c,d,d,e,a,Ingeniería Mecatrónica,5
a,a,b,e,d,d,e,e,d,d,d,d,a,a,a,d,b,a,c,b,Administración,5
d,a,d,a,a,d,d,a,d,a,a,d,a,a,d,d,a,e,e,d,Ingeniería Mecánica Eléctrica,5
d,e,d,b,b,b,c,d,d,c,e,d,c,c,c,e,b,d,d,d,Ingeniería Civil,4
a,d,b,d,b,d,d,e,d,c,d,a,c,d,e,e,d,b,b,d,Ingeniería de Software,5
d,d,a,e,b,c,c,b,c,e,c,e,b,c,c,c,e,d,e,d,Ingeniería de Software,5
d,d,b,b,b,c,e,b,c,b,b,d,e,d,e,d,d,d,c,d,Administración,5
e,e,d,c,d,b,d,b,e,e,d,d,b,b,b,c,b,d,e,b,Gestión y Dirección,4
b,d,c,e,b,b,c,c,c,b,c,d,b,b,b,e,b,c,d,b,Contaduría,5
d,d,d,b,a,a,d,d,b,a,d,d,a,b,d,d,d,e,a,e,Gestión y Dirección,5
a,d,b,b,e,a,a,d,a,d,d,d,e,d,d,c,d,c,d,a,Administración,5
d,b,d,b,a,e,d,b,b,e,a,d,d,b,a,a,c,e,d,e,Gestión y Dirección,4
b,d,a,e,d,d,b,d,b,a,e,d,a,e,c,d,c,d,e,e,Ingeniería Civil,5
a,d,d,d,d,a,d,e,b,d,a,d,d,c,d,d,b,e,b,d,Gestión y Dirección,5
e,e,d,b,b,b,c,e,e,b,e,d,b,e,a,c,e,d,d,b,Gestión y Dirección,5
a,d,a,d,e,b,c,e,d,e,d,e,d,d,a,e,b,a,c,c,Ingeniería Mecatrónica,5
e,b,e,e,b,b,e,d,c,a,c,d,c,e,d,b,d,d,d,d,Contaduría,5
d,d,e,d,d,a,c,a,d,c,a,b,a,b,b,d,b,d,a,a,Ingeniería Industrial,5
b,d,d,c,e,b,a,b,b,b,e,d,c,d,b,e,d,d,c,b,Administración,5
e,b,e,e,c,b,c,b,e,b,e,e,c,e,b,c,e,d,b,c,Ingeniería Industrial,5
d,d,c,a,a,d,b,a,b,d,a,b,d,a,a,d,d,d,a,d,Ingeniería Mecatrónica,5
a,b,d,b,d,d,e,b,b,d,d,d,a,d,a,a,d,e,a,e,Contaduría,5
d,a,c,d,b,d,d,b,d,e,e,c,c,a,e,c,d,a,b,b,Ingeniería Civil,4
b,d,e,b,d,e,d,d,d,d,e,c,d,e,b,a,c,c,a,e,Ingeniería Industrial,5
c,b,e,d,e,b,d,e,d,d,d,e,e,b,d,d,a,e,d,d,Gestión y Dirección,5
e,b,d,c,d,b,a,d,c,b,b,d,e,e,d,e,d,d,c,d,Ingeniería Industrial,5
d,b,d,b,c,d,b,d,a,b,b,a,e,d,d,e,a,a,d,d,Administración,5
d,c,b,e,b,c,c,c,c,b,d,d,b,c,b,b,b,b,c,c,Contaduría,4
d,d,c,d,d,b,d,b,a,d,d,d,a,d,b,c,b,d,d,b,Contaduría,4
b,b,d,e,d,e,e,b,c,d,d,b,b,e,e,e,d,b,d,d,Ingeniería Mecánica Eléctrica,5
d,c,d,b,c,b,d,b,b,c,c,c,d,d,a,e,d,b,b,c,Contaduría,5
d,a,b,d,d,e,d,d,d,d,d,b,d,a,d,d,d,a,a,a,Ingeniería de Software,5
c,c,d,d,d,e,d,b,c,a,d,e,c,b,c,c,b,e,d,b,Gestión y Dirección,4
d,b,e,e,d,e,d,b,b,c,d,c,e,c,b,a,d,d,d,c,Ingeniería Industrial,5
a,a,a,d,d,d,a,d,d,c,c,a,d,d,d,d,d,b,d,a,Ingeniería de Software,5
d,a,d,d,a,d,d,d,d,d,d,d,d,d,a,d,a,d,a,d,Administración,5
c,c,e,e,b,d,d,b,b,e,d,e,e,d,b,d,e,e,c,d,Ingeniería Industrial,5
e,b,b,c,e,c,b,c,e,b,b,c,b,e,c,b,d,b,b,c,Ingeniería Civil,5
a,b,b,d,c,a,a,b,d,e,c,d,b,d,a,e,a,b,d,d,Ingeniería Mecatrónica,4
a,d,a,d,e,b,c,d,a,d,e,b,d,d,a,d,a,b,c,a,Ingeniería de Software,4
a,a,b,d,d,b,b,e,a,d,c,d,e,d,e,c,d,b,d,d,Ingeniería de Software,5
c,b,a,e,b,c,b,c,e,b,b,d,b,e,c,b,e,d,d,b,Ingeniería de Software,5
d,d,d,d,a,d,d,a,d,c,a,b,d,b,d,a,b,c,d,d,Ingeniería Industrial,5
c,b,a,c,b,c,b,c,d,b,b,d,b,e,e,c,d,a,b,e,Ingeniería Civil,4
d,d,b,e,d,c,a,e,d,a,d,d,d,b,b,a,a,d,d,b,Administración,5
b,b,a,d,d,e,d,d,b,a,d,d,d,d,e,a,d,c,d,b,Ingeniería Mecatrónica,5
e,b,d,e,d,e,d,b,c,e,d,c,d,d,d,d,d,d,a,d,Ingeniería Industrial,4
d,d,a,b,d,d,c,e,d,c,c,b,d,b,d,c,d,b,c,a,Ingeniería de Software,5
c,d,d,d,a,a,e,a,b,a,d,b,e,d,d,d,d,d,e,d,Ingeniería Civil,5
b,c,d,d,c,d,d,e,d,d,c,d,b,d,d,e,c,d,b,d,Ingeniería Industrial,5
d,c,e,b,d,d,d,b,b,d,a,c,d,d,a,c,d,e,d,b,Contaduría,5
b,d,d,d,c,d,e,d,b,a,d,b,e,d,e,c,d,b,d,b,Ingeniería Mecánica Eléctrica,5
d,a,b,a,c,d,b,e,d,d,c,a,e,d,b,e,d,b,d,e,Ingeniería Civil,4
d,a,b,a,a,a,d,a,d,a,a,b,a,d,a,a,a,d,a,a,Ingeniería Mecánica Eléctrica,5
d,b,b,d,a,d,d,d,d,d,d,e,d,d,d,d,d,b,c,a,Administración,4
d,c,d,a,d,a,a,a,b,a,a,d,a,c,a,a,b,e,a,a,Contaduría,4
a,d,b,b,b,d,e,d,d,b,e,a,c,d,d,e,d,b,b,b,Ingeniería Mecánica Eléctrica,5
b,e,e,c,c,d,e,b,e,e,e,c,d,e,a,e,e,e,b,c,Ingeniería Industrial,4
d,b,c,e,b,b,b,d,e,c,d,d,b,b,e,b,c,d,d,b,Ingeniería Civil,4
d,d,b,d,a,d,d,a,d,a,a,b,a,d,a,d,b,e,a,d,Administración,4
d,d,d,d,d,e,d,d,a,d,e,b,e,d,d,c,a,b,b,d,Administración,5
d,b,d,c,d,b,c,d,a,c,d,c,d,c,c,c,b,e,b,e,Ingeniería Civil,4
d,d,d,b,e,d,d,d,a,c,d,d,d,b,d,a,c,d,d,e,Ingeniería Industrial,5
a,d,d,d,d,e,a,a,d,d,e,d,d,d,d,d,b,b,d,b,Ingeniería Civil,5
d,c,a,b,c,e,a,b,d,d,b,a,d,c,a,d,c,d,d,d,Ingeniería Mecatrónica,5
c,c,d,e,d,d,d,d,c,a,d,c,d,d,c,d,c,e,e,c,Gestión y Dirección,5
b,b,d,c,b,c,c,c,e,b,b,c,d,b,c,e,e,e,c,c,Administración,5
a,a,b,a,a,a,d,a,d,a,a,a,a,d,d,c,a,d,a,a,Ingeniería Mecatrónica,5
a,a,d,a,a,d,d,d,a,d,a,b,a,d,d,a,d,a,d,a,Ingeniería Mecatrónica,4
c,e,e,d,d,d,d,c,c,b,c,c,b,e,e,d,e,d,c,e,Ingeniería Industrial,4
e,b,d,e,b,c,b,c,e,b,b,b,b,e,e,b,e,d,b,b,Contaduría,4
e,e,d,c,c,c,e,c,c,b,b,e,b,b,e,e,c,d,d,c,Contaduría,5
c,c,b,e,b,b,c,b,c,c,b,a,b,b,c,e,b,b,c,c,Ingeniería Civil,5
b,b,e,d,a,a,d,d,d,d,d,c,a,d,d,c,e,e,d,b,Ingeniería Industrial,5
d,c,b,a,c,d,d,d,b,b,d,d,e,d,d,d,d,a,e,d,Ingeniería Civil,5
d,d,b,b,c,d,a,d,d,b,d,a,d,d,a,c,d,a,d,d,Administración,5
a,d,d,b,b,d,e,c,d,c,d,d,d,b,d,d,b,c,b,b,Administración,5
d,d,b,e,d,b,d,b,b,d,c,d,c,e,d,d,b,c,c,c,Ingeniería Mecatrónica,5
d,a,b,d,d,a,a,a,a,e,a,a,a,d,d,e,d,b,d,a,Ingeniería de Software,4
a,a,a,a,a,d,a,a,d,d,d,b,d,d,a,d,d,b,e,d,Ingeniería de Software,5
d,e,e,b,d,b,c,c,e,d,d,e,d,d,e,e,d,c,d,b,Gestión y Dirección,4
a,d,d,e,e,d,d,b,d,e,d,d,d,d,b,d,a,d,d,d,Ingeniería Mecatrónica,5
d,b,b,e,c,c,b,b,e,c,b,d,b,d,c,c,b,b,b,b,Ingeniería Mecánica Eléctrica,5
e,b,a,e,b,a,c,d,d,c,e,a,e,e,d,d,b,a,d,d,Administración,5
e,e,e,d,b,c,d,c,e,c,b,c,b,b,d,b,d,a,d,d,Gestión y Dirección,5
c,e,c,b,b,c,b,b,b,b,b,e,b,c,b,b,e,d,b,b,Gestión y Dirección,5
a,a,a,d,a,a,a,d,a,a,d,b,a,a,d,a,a,b,b,a,Ingeniería de Software,5
d,d,b,d,d,d,a,b,d,b,c,d,c,a,d,d,d,b,b,a,Ingeniería Mecatrónica,5
a,a,b,a,d,d,a,d,a,d,e,a,d,a,a,a,a,b,d,d,Ingeniería Mecatrónica,5
c,e,e,d,b,b,e,b,c,d,b,e,c,d,e,e,d,c,c,b,Gestión y Dirección,5
b,b,d,e,e,b,c,c,d,b,d,b,e,d,b,b,b,d,e,d,Ingeniería Civil,5
a,a,a,d,d,b,b,c,d,e,b,d,b,d,a,d,d,b,b,d,Ingeniería de Software,5
a,a,a,a,e,d,c,a,d,a,e,a,d,a,d,d,a,b,e,a,Ingeniería Civil,4
b,a,b,b,a,d,b,b,b,b,d,b,d,c,e,b,b,b,d,e,Ingeniería Civil,5
b,d,e,d,a,d,d,d,c,a,d,e,a,c,c,a,b,e,a,d,Administración,5
d,d,e,d,b,e,d,d,d,b,c,b,e,d,d,b,b,a,b,d,Contaduría,5
b,e,a,c,d,e,b,c,e,c,b,d,b,b,e,b,b,d,e,b,Ingeniería de Software,5
e,e,b,c,c,e,b,c,e,b,c,e,c,e,c,b,e,c,b,c,Administración,5
c,e,b,b,b,c,b,c,e,b,b,c,b,e,b,b,e,a,c,c,Ingeniería Civil,4
b,b,d,d,d,d,e,d,b,c,d,d,e,e,a,d,e,e,e,e,Ingeniería Industrial,5
b,d,d,c,d,c,c,e,d,c,c,a,b,d,c,d,e,a,d,c,Ingeniería Civil,5
a,a,c,d,d,d,d,e,d,a,d,b,a,d,d,d,d,d,c,e,Ingeniería Mecánica Eléctrica,5
c,d,b,d,e,a,b,a,b,d,a,a,e,c,a,d,d,d,e,d,Ingeniería Mecatrónica,4
c,d,d,b,c,d,d,a,b,e,d,d,d,b,b,d,d,d,d,c,Ingeniería Industrial,5
d,d,b,b,b,b,e,b,d,e,b,d,c,d,b,b,b,b,b,b,Ingeniería Mecatrónica,5
b,d,d,d,a,d,d,d,d,b,d,e,d,d,d,d,b,c,d,b,Gestión y Dirección,5
e,d,c,c,b,d,b,d,d,d,b,d,b,c,c,d,c,a,d,b,Ingeniería Civil,5
e,b,d,b,b,b,b,d,e,c,b,a,b,e,c,b,e,a,b,d,Contaduría,5
b,c,d,b,c,d,d,a,d,b,b,d,c,b,b,d,b,d,b,b,Ingeniería Civil,5
a,a,d,a,d,d,d,a,a,a,a,b,d,a,d,a,a,a,a,a,Administración,5
b,b,d,b,d,e,d,e,d,d,b,d,c,e,d,a,e,d,e,d,Administración,4
b,d,d,d,d,d,d,e,a,d,d,d,e,d,d,d,b,e,d,d,Gestión y Dirección,5
e,b,b,d,e,e,a,d,d,e,c,e,c,c,c,e,b,a,d,b,Ingeniería Mecánica Eléctrica,5
c,b,e,e,d,e,d,c,e,b,b,e,e,e,a,b,e,a,c,c,Ingeniería Industrial,5
d,d,b,b,e,e,a,b,b,d,e,b,b,d,b,d,d,d,d,e,Ingeniería Mecatrónica,5
b,c,a,b,b,b,b,d,b,b,d,c,c,e,c,e,d,b,c,d,Ingeniería de Software,5
d,d,b,b,e,b,c,d,a,e,d,a,c,b,e,e,d,d,d,e,Ingeniería Mecánica Eléctrica,4
d,a,a,a,a,a,d,a,d,a,a,a,a,d,d,a,a,a,a,a,Ingeniería Mecánica Eléctrica,5
d,c,b,e,d,e,e,d,d,d,d,d,d,d,b,d,d,c,e,b,Ingeniería Civil,5
d,d,d,d,a,a,d,d,d,d,d,d,d,d,d,d,a,d,e,d,Administración,5
d,e,c,d,c,d,e,d,b,c,e,b,b,e,b,b,b,d,e,d,Gestión y Dirección,5
c,d,b,e,b,e,d,b,c,d,d,e,e,e,e,d,e,d,b,c,Administración,5
b,d,a,d,b,d,c,b,b,b,b,b,c,b,d,b,b,d,d,d,Contaduría,4
d,d,a,d,c,e,e,e,d,d,d,e,a,a,d,d,d,d,e,d,Ingeniería de Software,4
d,d,b,b,b,d,e,c,d,b,c,b,b,b,d,e,d,b,c,d,Ingeniería Civil,5
c,e,d,c,b,c,b,c,e,b,b,d,b,e,c,b,e,d,b,c,Contaduría,5
b,c,e,b,e,d,d,b,e,e,e,e,d,e,e,d,e,e,d,b,Ingeniería Industrial,5
b,d,b,b,c,d,b,d,d,b,e,a,d,d,b,c,a,b,d,d,Ingeniería Mecatrónica,4
e,e,b,c,b,c,c,c,e,e,b,d,b,e,c,b,e,d,b,c,Gestión y Dirección,5
e,e,d,c,b,b,e,b,c,e,b,d,b,e,b,b,b,d,d,e,Gestión y Dirección,4
b,a,b,d,e,b,b,d,b,c,d,b,e,c,d,e,b,b,d,d,Ingeniería Civil,5
c,c,d,d,c,c,b,d,b,d,c,e,e,b,c,c,c,c,c,c,Contaduría,5
b,c,e,d,d,a,d,a,e,b,d,d,d,b,d,d,b,d,d,d,Ingeniería Industrial,5
d,a,b,d,a,d,c,d,b,d,b,b,d,c,b,d,d,a,d,b,Ingeniería Mecánica Eléctrica,4
e,c,e,c,d,b,d,d,c,d,e,c,e,b,c,d,b,c,d,e,Ingeniería Industrial,5
c,d,b,b,d,d,d,e,d,d,d,e,c,b,c,d,d,a,e,b,Ingeniería Mecatrónica,5
c,d,d,e,d,d,a,e,b,a,d,d,a,d,e,d,d,c,d,b,Ingeniería Civil,5
a,d,d,d,d,d,a,e,d,b,d,b,e,e,b,c,d,d,d,a,Contaduría,4
a,a,b,d,b,e,e,b,d,b,c,a,c,a,a,b,d,b,c,b,Ingeniería de Software,5
d,d,a,a,d,a,c,a,d,a,d,a,d,d,d,a,a,b,a,d,Ingeniería de Software,5
d,b,b,b,b,d,e,e,b,d,d,b,b,e,d,c,d,a,c,d,Administración,5
d,e,e,b,b,e,e,b,c,b,b,d,b,b,d,b,c,b,c,b,Gestión y Dirección,5
d,d,d,b,a,d,d,e,d,d,a,c,b,d,b,a,d,c,c,e,Gestión y Dirección,5
c,a,d,b,d,e,d,d,b,d,d,e,d,b,d,c,d,d,d,d,Ingeniería Industrial,5
a,c,b,d,d,d,e,d,d,b,d,e,c,a,a,d,d,d,c,b,Ingeniería de Software,5
c,c,d,c,e,b,e,e,e,b,b,e,c,b,a,b,c,c,b,d,Gestión y Dirección,5
d,a,d,d,a,d,d,d,d,a,a,d,a,a,d,a,b,e,a,a,Administración,5
a,d,d,d,d,a,d,a,a,a,d,d,d,d,d,d,a,a,a,d,Contaduría,5
d,c,d,d,d,a,d,d,d,a,a,c,a,a,d,a,d,e,a,a,Ingeniería Industrial,5
d,d,d,d,d,a,d,d,d,d,d,d,a,d,a,a,c,e,e,b,Ingeniería Industrial,5
a,d,d,d,a,d,d,d,d,d,a,d,a,d,d,a,d,e,a,d,Contaduría,5
b,e,c,c,c,b,b,e,c,d,d,d,b,d,e,c,d,e,d,b,Administración,5
e,b,e,d,d,b,d,e,e,a,d,c,a,d,d,d,b,c,a,b,Ingeniería Industrial,5
d,c,d,d,a,a,d,a,d,a,a,b,a,a,d,a,b,e,a,a,Contaduría,5
d,d,e,b,a,b,a,d,b,a,e,c,d,d,d,b,e,e,d,c,Gestión y Dirección,5
d,d,d,a,a,a,d,d,d,a,a,d,a,d,a,a,d,c,a,a,Administración,4
c,d,b,d,c,b,d,e,b,b,e,c,b,d,a,b,a,b,d,d,Ingeniería Civil,5
a,c,d,a,d,d,e,d,d,d,e,d,d,d,d,e,b,d,d,d,Ingeniería de Software,5
a,a,b,d,a,d,e,a,d,d,d,d,d,d,e,e,d,a,c,d,Ingeniería de Software,4
d,d,b,c,c,b,e,c,a,c,c,c,c,d,a,c,c,d,c,c,Ingeniería Civil,5
e,b,e,e,b,c,e,e,e,b,b,e,c,c,d,b,c,b,d,c,Ingeniería Industrial,5
b,d,d,c,b,c,b,c,e,b,b,e,b,d,c,b,c,b,b,c,Administración,5
d,d,d,a,e,a,d,e,a,d,e,d,c,d,d,d,d,a,d,d,Contaduría,4
d,a,d,d,a,d,d,d,d,a,d,a,c,d,d,a,a,d,a,a,Ingeniería Mecatrónica,5
e,d,a,c,b,b,e,c,d,b,c,c,b,c,c,d,e,e,e,c,Contaduría,5
e,b,c,c,b,c,e,b,e,c,e,e,e,b,b,b,b,d,b,c,Administración,5
e,b,c,c,b,b,e,b,e,b,b,b,b,b,e,b,e,b,b,c,Administración,5
d,e,d,c,b,c,b,c,e,b,b,c,c,e,c,b,e,e,b,c,Administración,5
b,b,c,d,e,b,b,d,d,b,b,a,c,d,b,b,b,a,b,e,Ingeniería de Software,5
d,b,a,e,b,c,b,c,d,b,b,b,b,b,e,b,d,b,b,c,Ingeniería de Software,4
c,e,d,b,b,b,b,d,d,c,b,d,c,b,a,b,b,d,d,d,Administración,4
d,a,a,a,a,a,d,a,a,d,a,a,d,a,d,a,a,a,e,a,Ingeniería Mecatrónica,4
e,b,d,e,c,d,d,b,c,b,d,c,e,b,a,d,d,c,b,b,Gestión y Dirección,4
d,a,a,a,e,d,d,d,a,c,d,a,c,d,d,d,d,b,d,d,Ingeniería Mecánica Eléctrica,5
d,c,d,d,d,d,c,e,d,e,a,b,e,e,c,c,c,d,d,b,Ingeniería Mecánica Eléctrica,4
b,d,d,d,d,d,d,a,c,d,e,b,d,b,d,c,d,e,a,d,Ingeniería Industrial,5
e,d,c,c,c,c,b,c,e,b,b,d,b,d,c,b,b,e,b,c,Ingeniería Civil,4
e,d,e,e,d,c,d,d,a,d,d,e,d,d,d,d,b,c,a,e,Contaduría,5
b,b,e,d,c,b,d,e,c,b,d,d,e,e,d,d,c,d,b,d,Ingeniería Industrial,5
b,d,d,c,c,e,d,e,c,d,c,e,d,b,e,e,d,e,c,d,Gestión y Dirección,5
d,a,d,e,d,d,d,d,a,d,e,d,d,d,d,c,d,c,d,a,Gestión y Dirección,4
a,a,c,a,d,d,d,d,a,e,d,a,e,a,d,c,a,b,b,a,Ingeniería Mecatrónica,5
d,d,b,a,c,a,d,d,d,d,d,b,d,a,d,d,d,a,b,a,Ingeniería Civil,5
b,d,d,a,d,d,d,e,a,d,d,b,a,d,d,d,d,a,d,d,Gestión y Dirección,5
e,e,c,c,e,c,b,b,e,e,e,d,e,e,c,c,c,e,d,e,Administración,5
d,d,a,d,e,d,a,d,d,e,c,b,d,d,d,a,d,d,d,d,Ingeniería Mecatrónica,5
a,e,d,b,b,b,c,d,d,a,c,d,e,d,d,d,d,d,e,b,Ingeniería Mecánica Eléctrica,5
a,d,c,a,c,d,d,a,d,d,d,a,d,b,a,b,a,b,e,a,Ingeniería Mecánica Eléctrica,5
e,c,b,d,e,c,c,c,c,b,e,c,c,b,c,e,b,c,d,c,Ingeniería Civil,4
b,e,d,c,e,e,d,e,e,b,c,d,b,c,d,e,c,e,c,c,Ingeniería Industrial,5
d,d,b,d,b,e,c,e,d,e,e,b,c,b,b,c,b,b,b,b,Ingeniería Mecánica Eléctrica,4
d,b,d,c,b,b,b,c,b,c,b,d,b,d,e,b,c,d,d,c,Contaduría,5
a,d,d,a,a,d,a,a,a,a,a,a,a,d,d,a,d,b,a,a,Ingeniería de Software,4
d,d,b,d,a,b,d,d,a,a,a,d,d,d,e,d,d,e,d,b,Administración,5
b,b,d,d,b,c,c,b,d,b,b,b,b,b,e,b,b,b,b,b,Ingeniería Civil,4
e,e,e,e,b,c,c,b,e,b,b,c,b,e,d,b,c,d,b,e,Ingeniería Industrial,5
e,c,d,d,d,a,d,d,c,d,a,c,d,d,b,e,b,c,e,b,Ingeniería Industrial,5
e,b,e,b,b,b,c,e,e,b,c,d,d,e,b,b,c,c,d,b,Ingeniería Industrial,4
d,d,a,b,d,b,e,b,b,c,d,b,b,a,a,c,b,b,d,b,Ingeniería Mecánica Eléctrica,5
d,a,d,d,d,d,e,e,c,d,c,d,d,d,d,d,d,c,d,d,Gestión y Dirección,5
b,d,c,b,d,b,d,d,d,e,d,d,b,d,e,d,b,c,d,d,Ingeniería Civil,5
a,a,a,a,d,a,b,a,a,a,a,a,a,a,d,e,a,b,e,a,Ingeniería de Software,5
d,a,a,a,a,a,d,d,a,a,a,b,a,a,c,a,a,a,e,a,Ingeniería de Software,5
d,d,b,d,d,d,b,d,c,b,c,a,e,b,b,d,d,b,a,d,Ingeniería Mecatrónica,4
e,b,b,d,d,b,b,e,e,a,c,b,b,b,d,c,b,a,c,e,Ingeniería Civil,5
a,a,a,a,a,a,b,a,a,a,a,d,d,d,a,a,d,b,a,a,Ingeniería Mecatrónica,4
d,c,c,d,e,b,c,e,b,d,d,b,d,d,b,b,e,d,d,e,Administración,5
a,a,c,b,d,e,e,b,d,d,d,d,d,a,a,d,d,d,b,d,Ingeniería Mecánica Eléctrica,5
d,a,b,d,e,d,c,d,a,e,d,a,d,d,d,c,d,b,e,d,Ingeniería de Software,5
b,c,a,c,e,e,b,d,b,e,e,a,d,b,e,d,c,d,e,d,Ingeniería Civil,5
d,c,e,e,d,e,d,b,d,a,d,c,d,d,e,e,c,e,e,b,Ingeniería Industrial,4
a,d,b,a,d,a,d,a,a,a,a,b,d,d,a,a,a,b,d,d,Ingeniería Mecánica Eléctrica,5
d,e,b,b,d,d,e,e,d,b,d,a,b,d,d,d,a,b,d,d,Ingeniería Mecatrónica,5
d,d,d,a,d,d,d,d,d,a,a,b,d,b,d,d,d,a,b,b,Contaduría,5
e,b,e,e,b,b,b,c,c,b,b,e,b,e,b,b,d,d,b,e,Administración,4
c,d,b,d,e,d,a,b,b,d,d,d,b,a,d,d,a,d,d,d,Ingeniería Civil,4
e,e,e,c,e,c,e,c,e,d,c,c,e,b,c,b,e,c,e,c,Ingeniería Industrial,5
b,e,e,b,b,b,a,b,e,b,b,a,b,d,d,b,e,b,b,b,Contaduría,5
a,d,b,b,d,d,e,e,b,d,d,a,d,c,e,d,b,d,e,d,Administración,5
c,d,b,b,d,a,d,a,b,b,d,d,d,c,e,d,b,d,e,b,Ingeniería Civil,5
c,a,d,b,c,b,d,d,b,c,b,d,e,a,d,d,d,a,b,d,Gestión y Dirección,5
d,d,d,d,d,a,a,a,d,a,d,a,a,c,a,e,b,b,c,d,Administración,5
e,e,e,e,b,b,d,d,c,b,d,c,c,b,d,b,b,e,d,b,Ingeniería Industrial,5
d,e,b,d,d,d,b,d,b,c,d,a,b,d,d,b,b,b,e,a,Ingeniería Mecatrónica,4
d,e,d,d,b,d,b,a,b,c,b,e,b,b,d,b,c,a,b,e,Ingeniería Industrial,5
